revenue,operating_expenses,operating_profit,depreciation,interest,profit_before_tax,tax,net_profit,profit_TTM
3823.6,3196.7,537.1,93.9,27.6,490.9,131.7,338.2,1275.2
106759.0,91361.3,13766.9,6636.4,2651.7,5985.9,2202.8,3764.0,15332.3
16029.5,12647.0,3091.0,925.9,1181.8,979.2,213.3,875.5,3570.8
55910.2,51414.1,4267.8,2479.8,1959.4,-6842.1,-228.0,-6196.2,-6081.3
13128.1,11941.1,922.8,465.7,97.5,623.8,110.0,493.9,3600.7
2352.1,1935.0,405.6,162.8,116.5,137.8,37.0,72.0,348.9
2368.3,2097.8,204.6,33.0,19.8,217.7,58.9,157.7,498.8
692.1,546.5,135.5,21.1,0.9,123.6,30.6,93.0,358.3
12653.0,11118.0,1411.0,144.0,140.0,1251.0,336.0,915.0,3302.0
2686.0,1835.0,825.0,201.0,91.0,559.0,173.0,386.0,1334.0
7069.1,5739.5,1221.4,341.7,247.2,740.7,198.1,525.9,2176.8
3062.5,2525.8,456.6,152.2,95.5,288.9,86.3,234.7,629.4
1812.0,1557.3,240.3,89.4,35.0,130.4,40.1,90.7,458.1
10275.0,8807.0,1325.0,657.0,871.0,-185.0,-96.0,-189.0,1856.0
16179.3,13461.2,2550.9,797.8,233.9,1686.2,409.4,1281.5,5694.1
28952.5,6189.3,7265.0,0.0,15498.2,5492.3,1944.0,3571.8,11918.9
1902.1,1705.8,184.3,50.9,1.4,144.0,36.9,107.3,251.3
6776.6,6269.8,466.7,65.3,26.2,446.0,106.3,339.3,1133.0
1147.9,1041.3,92.5,19.8,9.3,77.5,18.6,59.0,215.2
2487.0,2192.1,205.4,103.7,22.0,169.2,41.7,134.3,531.9
3889.0,2988.4,882.1,170.8,62.5,667.3,152.9,501.1,1998.7
464.4,337.3,110.8,13.7,0.3,113.0,28.9,84.2,408.2
2363.7,2222.5,70.3,11.7,11.4,118.1,49.3,36.7,199.5
1015.8,846.2,145.5,27.1,1.3,141.2,35.5,105.7,392.0
4161.4,3659.9,399.5,85.7,75.0,340.8,79.0,384.7,809.2
2542.4,2151.1,358.0,98.5,33.8,258.9,58.7,196.7,526.1
1555.5,1448.4,73.2,49.2,5.6,52.3,14.1,36.6,198.8
23255.7,18543.2,3972.7,897.0,303.3,3512.2,841.9,2646.3,11643.8
2509.6,2105.0,332.8,77.2,23.4,184.2,54.4,123.0,-102.2
735.9,517.0,204.7,30.3,6.1,182.4,46.3,136.0,506.0
1497.0,1281.0,213.0,85.0,95.0,36.0,12.0,34.0,203.0
642.2,512.3,101.9,38.5,8.5,82.9,21.7,96.0,439.5
28816.2,28183.8,609.9,0.0,0.0,621.5,43.9,380.2,1842.2
13465.9,11574.0,1464.6,0.0,0.0,1855.4,243.7,1689.0,6628.0
2005.4,1718.2,251.4,34.6,7.7,244.8,63.4,181.4,717.5
1144.3,965.9,138.3,13.8,0.7,163.9,42.0,121.9,443.4
133.0,16.6,92.0,5.1,0.7,110.6,27.9,86.5,327.8
5271.1,4612.4,743.5,0.0,0.0,763.6,186.4,577.3,1757.1
3325.2,2939.4,377.3,227.2,101.9,2.1,10.2,-30.8,284.3
230.1,77.9,129.4,6.5,0.0,145.6,35.8,108.9,320.2
884.0,823.0,-30.0,19.0,4.0,992.0,190.0,804.0,856.0
30505.3,25995.9,4224.8,1245.2,397.8,2866.4,837.7,1163.8,6624.9
1043.8,806.9,231.6,39.2,20.6,177.1,34.6,147.4,537.5
7730.4,4550.1,2821.9,48.0,1827.0,956.8,284.1,705.0,5231.9
4943.9,4744.3,198.9,36.4,17.1,146.1,35.2,107.3,308.7
6372.2,2495.1,3404.8,52.1,2209.4,1215.8,324.6,420.9,1532.3
1100.4,820.5,191.2,18.9,9.6,251.4,69.9,181.5,429.9
694.1,481.8,134.0,17.4,0.8,194.1,47.0,147.1,425.4
643.6,584.2,55.0,5.9,5.4,48.0,12.1,37.1,103.1
1277.1,1009.9,230.9,36.6,5.7,224.9,51.0,173.9,525.8
1489.4,1248.6,238.1,48.2,21.0,171.6,48.8,122.6,431.6
444.0,423.1,16.8,5.8,6.5,8.6,2.7,5.9,281.2
729.9,537.7,173.6,49.7,1.2,141.3,34.6,108.7,417.9
513.6,409.9,76.4,9.9,1.1,92.7,22.9,69.8,251.2
10571.0,10773.4,-246.5,0.0,0.0,-242.0,-46.7,-176.1,947.0
1710.6,322.5,1332.1,43.6,820.3,470.6,142.8,365.4,1506.7
2285.6,2240.8,31.8,12.9,2.5,29.4,1.8,27.3,106.6
985.8,858.2,124.9,24.7,5.4,97.5,20.1,77.4,349.3
5032.2,1400.2,1583.4,0.0,2048.6,947.2,226.1,721.2,2541.1
1249.0,433.5,810.2,25.8,215.1,569.4,145.7,423.6,1238.1
551.4,548.8,0.7,53.2,35.9,-86.4,-22.3,-64.1,-103.1
475.4,156.1,241.4,7.2,1.7,310.4,66.1,244.4,883.3
690.0,536.0,131.4,16.9,1.8,135.3,33.1,101.9,378.3
23276.6,23659.3,-508.1,0.0,0.0,-373.1,-657.5,378.2,1472.8
817.8,663.4,142.7,18.7,6.6,129.2,38.8,91.3,401.9
6105.1,4108.1,1527.6,349.6,0.3,1647.0,414.8,1236.7,6037.3
367.0,172.8,189.2,22.7,8.5,163.0,63.6,120.5,706.0
608.8,444.5,137.8,14.1,1.4,148.8,40.1,101.2,488.1
1783.5,1439.8,330.2,84.1,31.8,231.4,48.8,173.7,547.6
1893.5,1692.6,194.3,84.9,50.3,65.9,18.2,54.2,146.5
2589.0,521.0,1699.0,474.0,1165.0,413.0,119.0,372.0,1305.0
548.7,493.2,52.9,23.8,12.4,19.3,6.0,13.3,110.9
1247.6,248.8,902.3,12.3,423.9,466.8,119.7,347.0,1204.2
4414.0,3706.0,646.0,303.0,305.0,461.0,98.0,348.0,1447.0
608.7,528.2,79.1,10.9,0.8,68.7,18.6,50.1,189.3
727.6,639.1,69.8,25.7,13.6,49.2,14.5,34.8,146.9
1708.8,1242.8,407.3,83.5,42.0,340.6,34.9,302.4,1220.6
5735.5,1179.4,1920.5,0.0,2635.7,935.7,16.0,919.8,3420.8
497.6,123.5,367.8,7.6,203.6,157.4,35.7,121.7,465.4
765.4,162.0,481.1,13.0,2.3,588.1,151.6,436.5,1659.3
1954.2,1742.7,203.9,15.6,7.5,188.4,48.2,140.2,528.3
570.3,546.2,20.7,14.2,5.2,23.4,4.9,18.4,95.3
1795.1,1475.8,302.3,39.4,2.7,277.2,72.1,205.1,797.9
557.6,409.4,131.1,14.4,0.7,133.1,28.9,103.4,458.8
9048.6,7274.1,1631.3,208.2,47.0,1519.3,357.0,1161.8,4427.5
3234.0,2560.0,589.0,401.0,101.0,172.0,48.0,118.0,1041.0
1412.5,1151.0,223.6,36.5,6.6,218.5,55.5,202.1,802.9
708.4,641.5,63.5,22.6,2.9,41.4,12.4,29.4,121.3
1549.7,1113.3,380.9,17.8,3.1,415.4,102.5,312.9,1081.4
1104.8,815.7,279.9,37.6,27.3,224.2,57.2,172.7,571.0
5070.1,3811.9,1224.9,111.2,31.4,1222.0,313.9,908.1,2971.1
1633.3,1312.3,304.9,11.6,3.7,305.7,82.8,222.9,844.4
939.8,867.5,59.6,45.2,36.6,-9.5,-3.8,-6.9,156.8
5210.3,4616.0,298.3,6.2,132.7,455.4,85.2,394.3,1478.8
309.7,233.7,74.8,22.2,5.7,48.1,12.5,35.5,133.4
4253.0,3608.8,608.9,60.3,26.8,557.2,127.4,425.6,1607.2
184.0,193.8,-28.7,6.6,0.1,-16.4,1.6,-19.1,44.8
2533.7,788.3,1600.8,43.3,932.1,683.5,158.0,474.3,1690.7
1141.9,886.3,244.9,23.6,10.8,221.1,56.8,163.9,622.6
989.7,839.0,147.9,44.2,8.5,97.9,26.3,71.3,-502.2
1325.4,1102.7,207.1,21.5,5.7,195.5,50.4,145.1,378.4
552.5,387.6,142.9,33.2,5.6,126.1,36.2,93.1,424.1
441.2,344.1,87.2,18.4,5.5,73.2,6.4,66.8,264.3
618.0,516.5,98.2,43.9,27.4,30.2,7.8,22.4,107.7
329.3,214.7,80.0,8.0,2.3,104.3,23.9,69.4,321.1
39626.0,29554.0,9440.0,1166.0,138.0,8768.0,2553.0,6212.0,24871.0
776.7,758.0,1.5,4.3,64.3,-50.0,4.6,-54.2,-668.4
2846.0,2330.7,438.5,30.3,0.9,484.2,122.2,362.9,1208.7
351.4,253.1,84.2,16.0,2.2,80.9,18.8,62.2,233.7
946.0,795.5,142.0,32.2,21.5,96.8,26.5,71.1,183.2
960.3,783.7,163.1,67.5,34.2,74.8,22.1,52.7,915.2
617.1,235.6,317.8,13.7,139.9,226.8,40.8,186.0,696.8
4897.9,3857.1,1015.5,605.1,137.4,298.3,77.9,220.7,1322.3
354.5,303.9,48.3,12.5,1.7,36.4,9.2,27.2,171.3
835.8,317.5,174.6,0.0,343.6,178.0,44.8,133.2,577.7
1042.4,628.8,366.6,14.0,4.4,395.2,100.5,294.7,1061.2
928.0,715.5,187.9,15.8,1.2,195.5,52.0,143.4,367.7
1114.9,1069.2,33.8,59.2,17.0,-30.5,-3.3,-30.4,117.7
4221.4,2018.8,1327.0,46.8,604.9,809.4,206.4,603.0,2302.2
1228.2,1162.6,65.3,22.5,10.7,32.4,7.6,24.7,82.5
250.9,133.1,98.0,11.9,0.5,105.4,25.8,79.6,431.8
4083.0,3179.0,819.0,234.0,145.0,627.0,120.0,428.0,2060.0
642.2,565.1,76.4,12.6,8.2,56.3,16.7,39.6,180.2
1157.7,1012.2,103.3,30.5,5.9,109.1,26.3,82.8,305.1
1595.7,1451.5,120.6,75.1,9.9,59.1,10.9,27.9,71.1
318.2,188.6,126.0,35.0,50.1,44.5,8.0,36.4,266.7
23066.0,20087.2,2430.1,757.0,1342.8,791.0,397.8,227.8,2444.3
7980.6,2377.1,810.0,0.0,4793.6,304.4,75.7,228.6,836.6
1011.2,820.6,181.0,83.6,30.6,76.4,25.4,50.5,251.9
2052.2,2083.8,-218.3,56.8,66.2,-154.5,-6.5,-61.0,-144.2
2299.4,1934.0,345.4,78.3,31.0,256.1,69.1,375.4,298.4
39585.0,27466.0,11479.0,2642.0,2523.0,8177.0,9092.0,-1783.0,5202.0
484.8,419.9,63.6,15.1,5.0,44.8,11.9,32.9,116.8
1208.6,959.2,239.9,48.1,13.6,187.7,46.3,140.9,486.9
631.7,497.2,121.9,33.7,0.8,96.5,25.7,70.4,316.6
387.3,326.8,53.8,10.8,1.8,48.0,11.6,34.7,197.3
405.6,172.5,231.5,10.4,2.8,219.8,37.0,182.8,562.9
2079.2,1651.1,176.6,20.2,1.3,406.6,102.8,332.9,1327.6
284.7,153.0,122.1,17.4,2.0,112.4,28.6,84.5,309.2
428.8,324.0,82.6,14.6,11.2,79.1,20.7,58.5,232.0
402.3,313.4,74.3,5.1,0.6,83.2,19.0,64.2,233.1
1049.3,602.6,443.4,11.2,26.4,407.2,102.7,304.5,1020.2
1014.9,811.8,196.8,22.6,1.8,178.7,36.2,142.5,514.7
1408.6,975.8,387.4,57.9,8.5,366.4,89.7,276.7,990.1
1122.6,934.0,185.6,43.0,34.4,111.3,30.2,86.9,343.5
660.4,562.3,94.2,22.5,0.7,92.8,22.2,70.6,219.8
1018.3,886.5,128.1,21.4,6.5,103.8,15.5,88.8,365.3
1533.0,1212.9,298.0,46.0,18.1,256.0,54.2,201.8,788.8
792.6,719.7,70.2,17.1,0.5,55.2,14.7,41.0,142.2
628.2,568.7,56.2,78.6,31.5,-50.7,0.0,-46.0,-220.3
52157.0,45392.1,5632.0,909.9,864.0,4991.1,1135.5,3222.6,12255.3
1426.6,1049.3,324.1,81.3,6.0,289.9,95.8,194.1,698.8
1755.1,1333.5,416.1,29.3,123.1,269.2,62.4,201.9,1529.2
745.3,178.9,531.7,14.7,215.5,1124.6,270.0,860.2,1466.4
1713.6,1530.8,132.4,5.3,61.2,105.2,0.0,105.2,508.4
278.0,53.7,211.6,2.8,117.0,96.4,22.1,74.3,266.2
2019.0,1692.9,308.6,22.9,0.4,329.9,86.2,242.3,1100.0
660.5,613.3,38.9,27.5,2.1,17.5,6.8,10.7,100.6
395.6,284.7,107.5,19.8,20.4,70.7,22.0,40.7,178.9
4427.7,4100.9,313.7,66.9,81.7,178.1,43.3,135.2,497.9
1690.2,1438.5,241.8,96.6,66.1,89.0,35.9,62.5,-44.6
273.4,228.7,41.8,10.0,0.5,34.3,8.2,26.1,132.4
6767.5,33.5,6732.4,2.1,5181.5,1549.9,0.0,1549.9,6067.6
770.4,642.5,123.0,20.9,12.6,90.3,25.0,62.8,269.7
1540.4,616.8,330.2,0.0,593.4,267.0,68.9,198.1,749.5
288.6,159.3,127.5,36.3,403.2,-310.2,0.0,-310.2,-1168.3
893.3,798.4,84.0,9.1,1.0,84.8,22.4,62.4,271.4
309.5,269.4,26.7,15.1,2.7,21.2,-1.3,19.8,60.0
1028.5,902.3,117.7,33.9,12.5,79.8,22.4,57.5,258.9
796.9,567.5,223.3,53.4,6.0,164.1,40.1,123.8,462.8
1025.0,941.8,46.0,35.3,38.6,9.2,-16.8,26.1,35.3
344.5,50.6,277.5,2.6,96.1,189.6,41.5,148.0,551.1
187.1,106.3,74.8,11.1,0.3,69.5,17.3,52.2,275.5
1419.0,1323.5,85.1,55.5,23.5,16.4,1.9,14.6,58.3
2578.9,2243.0,329.9,225.6,139.9,-29.6,-31.1,1.5,141.8
3463.2,3295.8,165.7,0.0,0.0,167.1,41.8,125.3,725.4
192.8,132.2,56.6,25.8,8.9,25.8,5.7,20.0,85.4
909.1,900.7,-89.1,22.3,7.2,-21.1,-0.3,-20.2,-127.9
1515.6,1426.4,80.6,54.6,21.3,13.3,4.0,5.8,19.8
655.4,475.2,177.3,32.6,8.9,138.6,37.3,92.0,342.1
3060.0,2895.0,-47.0,128.0,16.0,21.0,-15.0,36.0,-496.8
1690.5,1172.3,518.0,72.3,0.1,445.8,124.3,321.5,1415.2
2978.9,2633.6,307.1,176.5,35.4,133.4,-348.6,484.1,1049.9
1909.2,1415.7,467.1,61.7,144.6,287.1,69.9,217.2,1240.3
1618.1,1392.8,1.5,4.3,28.8,142.2,1.7,140.9,147.6
406.3,369.2,32.5,31.0,9.6,28.9,-1.1,25.1,32.1
227.8,198.0,26.5,6.1,5.8,16.1,5.3,10.0,54.4
125.0,10.1,113.8,0.2,4.7,110.1,-1.3,124.4,326.1
650.1,527.5,115.1,76.8,24.5,21.4,6.2,15.3,208.5
826.0,665.0,154.4,86.3,41.7,19.0,-16.8,33.4,177.5
145.6,81.5,57.4,13.7,5.9,44.6,11.0,33.3,103.4
99.3,50.1,41.0,3.7,0.7,44.7,11.1,33.0,122.9
172.7,124.9,30.8,2.3,0.8,44.7,10.6,34.0,153.6
571.9,400.3,155.4,57.2,19.7,94.7,27.5,66.7,340.0
144.6,76.9,64.8,1.0,2.0,64.7,17.7,47.2,146.0
2564.7,2491.0,63.7,64.1,216.8,-207.2,-1.6,-204.9,-286.0
2662.5,2749.6,-231.0,180.1,7.0,-279.9,12.7,-290.5,-1207.9
167.7,130.7,36.1,5.8,5.5,25.7,5.2,20.5,103.3
557.4,229.3,304.8,23.1,195.8,86.0,20.8,65.2,231.2
2185.0,1336.8,726.7,373.0,695.8,-252.0,54.9,-91.0,-370.9
1629.7,1554.5,62.9,25.8,10.2,39.3,10.1,29.1,434.3
2043.0,1957.3,-15.6,171.2,19.6,-105.2,-2.1,-102.9,-546.7
202394.9,193612.5,8445.0,0.0,0.0,8696.5,1083.9,8030.3,37204.8
259.1,234.2,24.5,18.1,6.5,0.4,0.1,0.3,103.1
2110.2,1856.5,248.1,36.4,7.4,210.0,54.1,155.9,523.6
310.3,266.6,40.5,8.8,9.7,25.2,8.0,18.6,78.5
7845.8,7426.6,395.3,60.1,24.0,335.1,80.5,254.5,875.2
2320.7,1938.8,314.6,65.4,89.3,204.2,50.7,159.8,1514.2
1230.1,966.3,257.0,27.1,58.3,178.4,12.8,84.6,308.4
23639.2,21585.0,1888.8,867.4,487.9,449.5,229.2,201.6,1910.3
233.4,125.5,92.8,32.5,10.7,64.8,16.1,48.7,399.9
12331.2,12123.5,143.7,95.7,220.2,-161.8,-31.5,-130.7,130.1
25.7,52.7,-34.9,3.1,0.2,-30.3,-10.8,-18.9,10.5
413.9,383.0,13.0,41.7,7.0,-17.7,-5.1,-12.6,-61.3
178.3,118.2,46.0,9.7,1.6,48.7,12.1,36.7,139.1
1238.8,1091.3,139.7,41.2,47.9,58.3,11.3,44.2,136.8
2443.2,2138.1,286.1,81.2,107.1,116.8,53.3,60.1,674.5
604.3,559.6,21.2,74.0,4.6,-33.8,-6.3,-27.6,191.0
1049.7,878.2,160.9,108.2,54.9,3.5,0.8,2.7,94.2
924.0,855.3,61.5,15.8,10.8,42.2,-9.6,51.8,200.8
230.1,125.3,101.9,22.6,47.3,34.8,8.6,22.6,130.1
340.5,215.1,117.6,26.8,13.3,85.2,22.1,62.9,215.4
5865.6,1581.5,981.9,0.0,3302.3,639.8,238.1,403.5,1840.0
1960.6,1645.7,265.6,184.5,109.9,20.4,34.5,5.0,-133.6
572.2,493.4,70.3,12.3,2.0,64.5,17.1,50.1,209.7
119.2,67.5,40.8,3.1,2.3,46.3,12.5,33.8,148.3
864.7,631.1,212.9,42.9,20.1,170.6,45.4,125.2,408.9
1454.0,1221.2,232.8,93.0,58.2,81.6,-9.1,90.7,446.2
416.4,321.0,86.7,7.3,1.0,87.2,5.2,78.7,267.6
301.7,195.0,95.5,17.5,1.9,87.3,21.3,66.0,394.4
14935.7,7819.2,5171.4,1004.5,888.4,5223.6,-1370.6,6594.2,20604.8
1183.8,941.6,237.5,66.8,41.6,133.8,29.6,94.5,298.3
4335.0,2823.6,1190.4,88.8,18.6,1404.1,379.0,1026.2,5862.2
479.1,370.2,107.9,31.5,21.3,56.1,17.9,38.0,223.4
3944.7,3576.2,349.8,28.2,103.1,237.3,62.9,173.9,783.9
614.7,521.0,87.7,15.6,2.9,75.2,15.4,61.2,173.6
522.4,133.2,375.0,5.7,105.9,267.0,67.6,199.4,703.0
282.8,210.7,65.7,4.6,0.6,67.0,17.2,49.7,218.5
215.3,115.3,93.7,12.6,3.2,84.2,22.3,61.4,215.1
2205.2,1320.1,1117.9,38.3,1038.9,-11.8,10.7,48.2,3906.5
508.8,324.2,181.1,42.1,16.3,126.2,3.9,123.4,385.6
2768.1,2025.5,682.6,96.5,8.6,637.5,129.8,501.0,1564.8
369.8,312.1,48.8,6.5,11.8,39.4,7.1,32.3,143.2
372.9,306.6,63.5,12.2,2.2,51.9,12.1,39.8,162.3
185.6,111.5,60.9,8.2,0.2,65.6,17.6,48.1,193.4
720.6,662.7,49.0,11.6,8.0,37.0,6.4,28.3,132.4
5488.9,4662.0,804.2,142.5,188.7,495.6,139.6,375.7,1135.8
1314.2,929.6,361.4,34.8,10.2,339.6,86.1,256.9,785.5
676.2,530.8,136.7,20.1,0.1,125.2,32.5,92.7,361.6
286.0,234.0,41.0,7.0,2.0,43.0,8.0,35.0,114.0
600.7,428.3,167.1,13.1,0.4,158.9,40.2,118.7,505.5
806.0,640.4,144.3,18.0,6.4,141.2,35.0,109.5,399.4
3136.3,2771.2,215.7,27.1,36.9,301.2,77.6,250.7,884.6
1579.8,528.6,483.4,0.0,567.8,436.4,108.7,327.7,1254.5
311.0,216.3,88.7,6.5,0.2,88.0,22.5,65.6,231.4
3336.3,3188.8,118.0,106.7,36.7,14.2,1.3,21.8,361.9
637.6,547.0,66.2,21.9,8.6,60.2,15.6,44.0,192.4
1369.3,1323.1,35.9,78.6,142.2,-174.6,0.0,-174.8,-948.4
1197.9,1064.5,131.3,41.4,14.9,77.0,18.7,58.8,278.2
